variable,dtype,non_null_count,null_count,unique_values,year_coverage,sample_values
mostloc,float64,158,72232,4,2000-2002,"[3.0, 3.0, 1.0, 2.0]"
typhobby,float64,158,72232,2,2004-2004,"[1.0, 2.0]"
kdeduc4,float64,158,72232,14,1994-1994,"[12.0, 12.0, 16.0, 14.0, 15.0]"
lawyer1,float64,158,72232,7,1996-1996,"[2.0, 2.0, 2.0, 1.0, 2.0]"
maoth,float64,158,72232,43,1988-1988,"[23.0, 68.0, 12.0, 68.0, 81.0]"
frndoth1,float64,158,72232,46,1988-1998,"[67.0, 78.0, 43.0, 59.0, 68.0]"
monwork,float64,158,72232,2,1996-1996,"[1.0, 1.0]"
brv16othnum,float64,157,72233,6,2022-2022,"[0.0, 1.0, 1.0, 1.0, 1.0]"
arttime,float64,157,72233,2,2016-2016,"[1.0, 1.0]"
artgst,float64,157,72233,2,2016-2016,"[2.0, 2.0]"
arttrvl,float64,157,72233,2,2016-2016,"[1.0, 2.0]"
artint,float64,157,72233,2,2016-2016,"[2.0, 2.0]"
artcost,float64,157,72233,2,2016-2016,"[2.0, 2.0]"
artloc,float64,157,72233,2,2016-2016,"[2.0, 2.0]"
numhobby,float64,157,72233,3,2004-2004,"[1.0, 1.0, 1.0]"
artothr,float64,156,72234,2,2016-2016,"[1.0, 2.0]"
snsmot2a,float64,155,72235,20,2016-2016,"[9.0, 4.0, 15.0, 6.0, 40.0]"
mthobby1,float64,154,72236,2,2004-2004,"[1.0, 1.0]"
solfrat,float64,154,72236,2,1987-1987,"[1.0, 1.0]"
solserv,float64,154,72236,2,1987-1987,"[1.0, 1.0]"
wholoand,float64,154,72236,6,1996-1996,"[4.0, 3.0, 1.0, 1.0, 4.0]"
actserv,float64,153,72237,2,1987-1987,"[2.0, 1.0]"
actfrat,float64,152,72238,2,1987-1987,"[1.0, 2.0]"
eratell,float64,152,72238,4,1982-1982,"[3.0, 2.0, 1.0, 1.0]"
typlit,float64,152,72238,2,2004-2004,"[2.0, 1.0]"
knwmw4,float64,151,72239,3,2018-2018,"[2.0, 2.0, 1.0]"
brkdoth,float64,150,72240,13,1996-1996,"[1003.0, 1211.0, 1109.0, 1211.0, 1004.0]"
numlit,float64,150,72240,4,2004-2004,"[1.0, 1.0, 1.0, 3.0]"
yrhobby1,float64,150,72240,22,2004-2004,"[7.0, 1.0, 3.0, 2.0, 1.0]"
mtlit1,float64,149,72241,2,2004-2004,"[1.0, 1.0]"
valhlth,float64,149,72241,20,1996-1996,"[0.0, 0.0, 0.0, 0.0, 0.0]"
typyouth,float64,149,72241,2,2004-2004,"[1.0, 2.0]"
numyouth,float64,148,72242,4,2004-2004,"[1.0, 1.0, 1.0, 1.0]"
closeto4,float64,148,72242,10,2018-2018,"[1.0, 2.0, 8.0, 1.0, 7.0]"
myprobs4,float64,148,72242,10,2018-2018,"[1.0, 5.0, 1.0, 4.0, 1.0]"
seetalk4,float64,148,72242,10,2018-2018,"[6.0, 8.0, 1.0, 2.0, 7.0]"
mntlcare,float64,147,72243,2,1998-1998,"[1.0, 1.0]"
yrlit1,float64,147,72243,22,2004-2004,"[1.0, 4.0, 5.0, 3.0, 15.0]"
dangoth4,float64,147,72243,10,2018-2018,"[1.0, 1.0, 2.0, 1.0, 1.0]"
mhtreat4,float64,147,72243,3,2018-2018,"[2.0, 1.0, 1.0]"
actyouth,float64,146,72244,2,1987-1987,"[1.0, 1.0]"
dangslf4,float64,146,72244,10,2018-2018,"[1.0, 1.0, 4.0, 1.0, 4.0]"
mntldeny,float64,146,72244,2,1998-1998,"[1.0, 2.0]"
severe4,float64,146,72244,10,2018-2018,"[10.0, 4.0, 1.0, 5.0, 3.0]"
spklang2,float64,146,72244,23,1996-1996,"[2.0, 2.0, 2.0, 4.0, 2.0]"
mtyouth1,float64,145,72245,2,2004-2004,"[2.0, 1.0]"
solyouth,float64,144,72246,2,1987-1987,"[1.0, 2.0]"
monhlth,float64,144,72246,2,1996-1996,"[2.0, 2.0]"
yryouth1,float64,144,72246,21,2004-2004,"[7.0, 2.0, 5.0, 1.0, 4.0]"
mhp4r1,float64,143,72247,12,2018-2018,"[10.0, 8.0, 7.0, 9.0, 2.0]"
sbyrbrn9,float64,143,72247,58,1994-1994,"[1926.0, 1920.0, 1945.0, 1920.0, 1932.0]"
relhh8,float64,141,72249,14,2000-2022,"[11.0, 5.0, 5.0, 5.0, 4.0]"
othguns,float64,141,72249,3,2006-2006,"[1.0, 1.0, 1.0]"
wwwgfbf,float64,140,72250,2,2000-2002,"[2.0, 2.0]"
wwwvol,float64,140,72250,2,2000-2002,"[2.0, 2.0]"
yrserv1,float64,140,72250,29,2004-2004,"[6.0, 3.0, 5.0, 12.0, 12.0]"
wwwbiz,float64,140,72250,2,2000-2002,"[2.0, 2.0]"
typserv,float64,140,72250,2,2004-2004,"[2.0, 2.0]"
wwwnei,float64,140,72250,2,2000-2002,"[2.0, 1.0]"
wwwsp,float64,140,72250,2,2000-2002,"[2.0, 2.0]"
typunion,float64,140,72250,2,2004-2004,"[2.0, 2.0]"
wwwcowrk,float64,140,72250,2,2000-2002,"[2.0, 1.0]"
numserv,float64,140,72250,5,2004-2004,"[1.0, 1.0, 1.0, 1.0, 1.0]"
wwwfrnd,float64,139,72251,2,2000-2002,"[1.0, 2.0]"
numunion,float64,139,72251,4,2004-2004,"[1.0, 1.0, 1.0, 1.0]"
wwwline2,float64,139,72251,6,2000-2002,"[1.0, 1.0, 2.0, 2.0, 2.0]"
solhobby,float64,139,72251,2,1987-1987,"[2.0, 2.0]"
valfound,float64,137,72253,21,1996-1996,"[0.0, 0.0, 0.0, 300.0, 100.0]"
mostimp4,float64,137,72253,29,1993-1993,"[55.0, 50.0, 71.0, 32.0, 40.0]"
yrunion1,float64,137,72253,36,2004-2004,"[12.0, 34.0, 0.0, 15.0, 3.0]"
acthobby,float64,136,72254,2,1987-1987,"[2.0, 2.0]"
rbioprnt18,float64,134,72256,2,2022-2022,"[1.0, 1.0]"
mtunion1,float64,134,72256,2,2004-2004,"[1.0, 1.0]"
valeduc,float64,134,72256,19,1996-1996,"[0.0, 100.0, 0.0, 0.0, 0.0]"
kdevwork,float64,133,72257,2,1994-1994,"[2.0, 2.0]"
mtserv1,float64,133,72257,2,2004-2004,"[1.0, 1.0]"
newjobs,float64,131,72259,3,2008-2008,"[3.0, 3.0, 1.0]"
madat23,float64,131,72259,8,1996-1996,"[8.0, 8.0, 8.0, 8.0, 8.0]"
drink3,float64,130,72260,9,2004-2004,"[5.0, 7.0, 7.0, 3.0, 7.0]"
valyouth,float64,129,72261,20,1996-1996,"[25.0, 25.0, 0.0, 0.0, 75.0]"
mntldif,float64,129,72261,3,1998-1998,"[3.0, 3.0, 3.0]"
cosector,float64,127,72263,5,2012-2016,"[1.0, 2.0, 2.0, 1.0, 2.0]"
numemps5,float64,127,72263,19,2008-2008,"[2.0, 1.0, 20.0, 3.0, 5.0]"
monhuman,float64,127,72263,2,1996-1996,"[2.0, 2.0]"
switch2,float64,126,72264,44,1988-1988,"[500000.0, 160058.0, 500000.0, 111000.0, 122000.0]"
coeftotlt,float64,126,72264,2,2012-2016,"[2.0, 2.0]"
frndoth2,float64,125,72265,42,1988-1998,"[60.0, 51.0, 56.0, 12.0, 12.0]"
fucitznv,float64,124,72266,4,2021-2022,"[1.0, 2.0, 4.0, 3.0]"
hrseduc,float64,124,72266,22,1996-1996,"[4.0, 6.0, 5.0, 20.0, 16.0]"
toldwork,float64,123,72267,5,2008-2012,"[4.0, 4.0, 5.0, 1.0, 4.0]"
sppaid,float64,122,72268,3,1986-1986,"[3.0, 1.0, 1.0]"
paoth,float64,121,72269,41,1988-1988,"[81.0, 59.0, 46.0, 20.0, 12.0]"
frndden5,float64,121,72269,22,1998-1998,"[18.0, 70.0, 32.0, 70.0, 50.0]"
permino,float64,120,72270,9,2000-2000,"[0.0, 0.0, 30.0, 0.0, 7.0]"
kdsex5,float64,119,72271,2,1994-1994,"[1.0, 2.0]"
hlthcovr,float64,119,72271,2,2008-2008,"[2.0, 1.0]"
emmino,float64,119,72271,10,2000-2002,"[5.0, 30.0, 2.0, 20.0, 15.0]"
monthly,float64,119,72271,58,1998-1998,"[2991.0, 3000.0, 500.0, 3000.0, 2000.0]"
actlit,float64,119,72271,2,1987-1987,"[2.0, 2.0]"
totpub,float64,118,72272,26,1996-1996,"[30.0, 50.0, 400.0, 25.0, 0.0]"
kdrel5,float64,118,72272,3,1994-1994,"[1.0, 1.0, 1.0]"
totenvir,float64,118,72272,23,1996-1996,"[50.0, 25.0, 15.0, 100.0, 20.0]"
sollit,float64,117,72273,2,1987-1987,"[2.0, 2.0]"
adoptkid,float64,117,72273,2,2008-2008,"[2.0, 2.0]"
kdyrbrn5,float64,117,72273,47,1994-1994,"[1961.0, 1962.0, 1986.0, 1981.0, 1988.0]"
frndoth3,float64,117,72273,39,1988-1998,"[12.0, 68.0, 63.0, 58.0, 12.0]"
mar12,float64,117,72273,5,1975-2022,"[1.0, 1.0, 5.0, 5.0, 5.0]"
evkid,float64,116,72274,2,2008-2008,"[2.0, 2.0]"
wrkmino,float64,116,72274,5,2000-2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
kdalive5,float64,116,72274,2,1994-1994,"[1.0, 1.0]"
ops2005,float64,116,72274,2,2006-2006,"[2.0, 1.0]"
ecommino,float64,116,72274,4,2000-2000,"[0.0, 0.0, 0.0, 0.0]"
away5,float64,116,72274,1,1975-2022,[1.0]
sciinfgo,float64,114,72276,5,2010-2010,"[5.0, 1.0, 3.0, 1.0, 1.0]"
stockyr,float64,113,72277,2,2022-2022,"[2.0, 2.0]"
brkddo3,float64,111,72279,19,1996-1996,"[74.0, 72.0, 22.0, 81.0, 82.0]"
marunion,float64,111,72279,4,2008-2008,"[4.0, 2.0, 4.0, 4.0]"
prozfor3,float64,111,72279,26,1998-2006,"[11.0, 2.0, 21.0, 15.0, 16.0]"
ethissue,float64,111,72279,4,1994-1994,"[4.0, 1.0, 4.0, 4.0]"
weekly,float64,110,72280,62,1998-1998,"[865.0, 1700.0, 350.0, 925.0, 205.0]"
where5,float64,110,72280,4,1975-2022,"[1.0, 1.0, 1.0, 2.0]"
spjew16,float64,108,72282,4,1988-2012,"[3.0, 2.0, 3.0, 2.0]"
cobarate,float64,107,72283,3,2012-2016,"[3.0, 2.0, 2.0]"
freeexp3,float64,107,72283,9,2000-2000,"[6.0, 1.0, 8.0, 8.0, 9.0]"
radptprnt18,float64,106,72284,2,2022-2022,"[2.0, 2.0]"
relsp8,float64,106,72284,14,2000-2022,"[4.0, 41.0, 17.0, 4.0, 43.0]"
grpboth1,float64,106,72284,2,2004-2004,"[1.0, 1.0]"
rstpprnt18,float64,104,72286,2,2022-2022,"[2.0, 2.0]"
fucitznnv,float64,104,72286,3,2021-2022,"[3.0, 3.0, 2.0]"
monfound,float64,102,72288,2,1996-1996,"[2.0, 1.0]"
perhro,float64,102,72288,8,2000-2000,"[0.0, 0.0, 0.0, 0.0, 10.0]"
relgendr,float64,101,72289,5,2008-2008,"[1.0, 1.0, 5.0, 2.0, 5.0]"
synmem,float64,101,72289,2,2008-2012,"[1.0, 2.0]"
hrsyouth,float64,101,72289,22,1996-1996,"[10.0, 5.0, 10.0, 10.0, 4.0]"
cidesex2,float64,100,72290,2,1989-1990,"[1.0, 2.0]"
ciderac2,float64,100,72290,4,1989-1990,"[1.0, 1.0, 1.0, 1.0]"
cidewho2,float64,100,72290,7,1989-1990,"[8.0, 5.0, 8.0, 8.0, 5.0]"
cogradtounder,float64,100,72290,2,2012-2016,"[1.0, 2.0]"
moninfrm,float64,100,72290,2,1996-1996,"[1.0, 1.0]"
cideage2,float64,100,72290,4,1989-1990,"[3.0, 3.0, 3.0, 3.0]"
monpub,float64,99,72291,2,1996-1996,"[1.0, 1.0]"
typfrat,float64,99,72291,2,2004-2004,"[2.0, 2.0]"
wrkhro,float64,99,72291,6,2000-2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
numfrat,float64,99,72291,4,2004-2004,"[1.0, 2.0, 1.0, 1.0]"
actvet,float64,98,72292,2,1987-1987,"[2.0, 1.0]"
majew,float64,98,72292,4,1988-2012,"[4.0, 3.0, 3.0, 1.0]"
totart,float64,98,72292,24,1996-1996,"[1000.0, 10.0, 2000.0, 130.0, 5000.0]"
typother,float64,97,72293,2,2004-2004,"[2.0, 1.0]"
ecomhro,float64,97,72293,4,2000-2000,"[0.0, 0.0, 0.0, 0.0]"
numother,float64,97,72293,4,2004-2004,"[1.0, 1.0, 1.0, 1.0]"
cidereg2,float64,97,72293,10,1989-1990,"[8.0, 3.0, 7.0, 8.0, 7.0]"
solvet,float64,96,72294,2,1987-1987,"[1.0, 1.0]"
relhhd12,float64,96,72294,15,1993-2022,"[8.0, 4.0, 4.0, 5.0, 18.0]"
mtfrat1,float64,96,72294,2,2004-2004,"[1.0, 1.0]"
stockval1,float64,95,72295,12,2022-2022,"[9.0, 8.0, 8.0, 8.0, 1.0]"
mhtreat5,float64,95,72295,3,2018-2018,"[2.0, 3.0, 2.0]"
mhp5r1,float64,95,72295,15,2018-2018,"[7.0, 15.0, 10.0, 10.0, 7.0]"
closeto5,float64,95,72295,10,2018-2018,"[4.0, 1.0, 2.0, 10.0, 1.0]"
seetalk5,float64,95,72295,10,2018-2018,"[3.0, 1.0, 8.0, 2.0, 1.0]"
myprobs5,float64,95,72295,10,2018-2018,"[1.0, 4.0, 1.0, 10.0, 1.0]"
severe5,float64,95,72295,10,2018-2018,"[4.0, 10.0, 8.0, 5.0, 4.0]"
yrfrat1,float64,94,72296,30,2004-2004,"[33.0, 1.0, 30.0, 53.0, 32.0]"
knwmw5,float64,94,72296,2,2018-2018,"[1.0, 2.0]"
pajew,float64,94,72296,4,1988-2012,"[2.0, 3.0, 1.0, 3.0]"
dangoth5,float64,94,72296,10,2018-2018,"[4.0, 1.0, 1.0, 1.0, 1.0]"
attractd,float64,94,72296,7,2008-2008,"[9.0, 9.0, 9.0, 3.0, 2.0]"
monenvir,float64,93,72297,2,1996-1996,"[2.0, 2.0]"
dangslf5,float64,93,72297,10,2018-2018,"[1.0, 7.0, 2.0, 7.0, 1.0]"
away11,float64,93,72297,1,1975-2022,[1.0]
levels,float64,93,72297,6,1991-1991,"[2.0, 1.0, 1.0, 1.0, 1.0]"
hlthtype,float64,92,72298,7,2008-2008,"[6.0, 1.0, 1.0, 1.0, 1.0]"
sppart,float64,92,72298,3,2008-2008,"[3.0, 2.0, 2.0]"
mykids,float64,92,72298,3,2008-2008,"[3.0, 3.0, 3.0]"
brv5bronum,float64,92,72298,4,2022-2022,"[1.0, 1.0, 1.0, 2.0]"
old10,float64,91,72299,25,1975-2022,"[7.0, 2.0, 8.0, 10.0, 3.0]"
colmajr2,float64,91,72299,13,1993-1993,"[13.0, 12.0, 6.0, 13.0, 11.0]"
othkids,float64,91,72299,3,2008-2008,"[3.0, 3.0, 2.0]"
gender10,float64,91,72299,2,1975-2022,"[1.0, 2.0]"
where11,float64,90,72300,4,1975-2022,"[4.0, 1.0, 1.0, 1.0]"
valpub,float64,90,72300,16,1996-1996,"[0.0, 0.0, 0.0, 0.0, 0.0]"
relate10,float64,90,72300,6,1975-2022,"[3.0, 3.0, 5.0, 3.0, 3.0]"
othbest,float64,89,72301,26,2000-2000,"[2.0, 12.0, 2.0, 8.0, 22.0]"
totwork,float64,88,72302,24,1996-1996,"[100.0, 100.0, 350.0, 30.0, 20.0]"
kd2jwoth,float64,87,72303,1,2008-2012,[3.0]
frstmet1,float64,86,72304,2,2004-2004,"[2.0, 1.0]"
monrec,float64,86,72304,2,1996-1996,"[2.0, 1.0]"
mtinfrm2,float64,86,72304,2,2004-2004,"[1.0, 1.0]"
baseofop,float64,86,72304,2,1991-1991,"[1.0, 1.0]"
prfmothr1,float64,85,72305,8,2016-2016,"[10.0, 12.0, 12.0, 10.0, 11.0]"
mar8,float64,85,72305,5,1975-2022,"[1.0, 5.0, 2.0, 5.0, 5.0]"
monart,float64,85,72305,2,1996-1996,"[1.0, 1.0]"
yrinfrm2,float64,85,72305,20,2004-2004,"[1.0, 4.0, 60.0, 1.0, 1.0]"
cowrkslffam,float64,85,72305,2,2018-2022,"[2.0, 2.0]"
relhhd9,float64,84,72306,10,1993-2022,"[16.0, 4.0, 4.0, 19.0, 4.0]"
cowrkslf2,float64,84,72306,2,2018-2022,"[2.0, 2.0]"
mtother1,float64,83,72307,2,2004-2004,"[1.0, 1.0]"
hrswork,float64,83,72307,17,1996-1996,"[10.0, 12.0, 6.0, 4.0, 20.0]"
solgreek,float64,83,72307,2,1987-1987,"[1.0, 1.0]"
grpboth2,float64,82,72308,2,2004-2004,"[1.0, 1.0]"
actgreek,float64,81,72309,2,1987-1987,"[2.0, 1.0]"
brv16dadnum,float64,80,72310,4,2022-2022,"[0.0, 1.0, 0.0, 0.0]"
bthgrp1a,float64,80,72310,15,2004-2004,"[15.0, 6.0, 14.0, 13.0, 2.0]"
artmostoth,float64,79,72311,12,2016-2016,"[8.0, 8.0, 8.0, 5.0, 3.0]"
yrother1,float64,78,72312,16,2004-2004,"[12.0, 0.0, 0.0, 20.0, 1.0]"
milwrknw,float64,78,72312,2,1984-1984,"[2.0, 1.0]"
tototh,float64,78,72312,26,1996-1996,"[120.0, 50.0, 100.0, 10.0, 40.0]"
kdeduc5,float64,78,72312,14,1994-1994,"[10.0, 12.0, 12.0, 12.0, 12.0]"
typvet,float64,77,72313,2,2004-2004,"[1.0, 2.0]"
brv5sisnum,float64,77,72313,4,2022-2022,"[0.0, 0.0, 1.0, 0.0]"
switwhy2,float64,77,72313,15,1988-1988,"[50.0, 50.0, 60.0, 50.0, 30.0]"
numvet,float64,76,72314,5,2004-2004,"[1.0, 1.0, 1.0, 1.0, 3.0]"
totpol,float64,76,72314,21,1996-1996,"[200.0, 30.0, 50.0, 50.0, 50.0]"
mtvet1,float64,76,72314,2,2004-2004,"[1.0, 1.0]"
brkdwhy3,float64,75,72315,32,1996-1996,"[25.0, 806.0, 509.0, 23.0, 10.0]"
prfmwhy0,float64,75,72315,8,2016-2016,"[12.0, 10.0, 12.0, 6.0, 12.0]"
switage2,float64,75,72315,33,1988-1988,"[57.0, 23.0, 20.0, 34.0, 31.0]"
valenvir,float64,75,72315,11,1996-1996,"[0.0, 0.0, 0.0, 25.0, 0.0]"
whylose1,float64,74,72316,4,2008-2008,"[1.0, 1.0, 1.0, 1.0]"
mnilhlp1,float64,74,72316,20,1996-1996,"[401.0, 910.0, 506.0, 402.0, 200.0]"
mnildo1,float64,74,72316,12,1996-1996,"[82.0, 82.0, 82.0, 51.0, 51.0]"
hrshlth,float64,73,72317,18,1996-1996,"[3.0, 5.0, 1.0, 6.0, 2.0]"
brv5silnum,float64,72,72318,5,2022-2022,"[0.0, 2.0, 0.0, 1.0, 1.0]"
valwork,float64,72,72318,11,1996-1996,"[0.0, 0.0, 0.0, 0.0, 0.0]"
toldsmsx,float64,72,72318,7,2008-2008,"[3.0, 1.0, 3.0, 4.0, 3.0]"
yrvet1,float64,71,72319,29,2004-2004,"[6.0, 58.0, 0.0, 58.0, 3.0]"
relhh9,float64,71,72319,13,2000-2022,"[42.0, 13.0, 18.0, 4.0, 41.0]"
emphlth1,float64,70,72320,2,2008-2008,"[1.0, 2.0]"
valoth,float64,70,72320,18,1996-1996,"[20.0, 120.0, 75.0, 150.0, 0.0]"
mnilwhy1,float64,70,72320,30,1996-1996,"[39.0, 12.0, 15.0, 41.0, 31.0]"
mtprof2,float64,70,72320,2,2004-2004,"[1.0, 1.0]"
employer,float64,70,72320,2,1989-1989,"[1.0, 1.0]"
brv16momnum,float64,69,72321,2,2022-2022,"[0.0, 1.0]"
valart,float64,69,72321,10,1996-1996,"[0.0, 0.0, 0.0, 0.0, 0.0]"
solpolit,float64,69,72321,2,1987-1987,"[1.0, 1.0]"
relhh12,float64,69,72321,17,2000-2022,"[5.0, 18.0, 41.0, 6.0, 6.0]"
yrprof2,float64,69,72321,23,2004-2004,"[24.0, 1.0, 2.0, 1.0, 9.0]"
agehef5,float64,69,72321,6,2022-2022,"[2.0, 3.0, 5.0, 1.0, 1.0]"
bmitzvah,float64,68,72322,2,2008-2012,"[2.0, 1.0]"
frstmet2,float64,66,72324,2,2004-2004,"[2.0, 1.0]"
actpolit,float64,66,72324,2,1987-1987,"[1.0, 1.0]"
bthgrp2a,float64,65,72325,15,2004-2004,"[15.0, 12.0, 13.0, 15.0, 15.0]"
knowkid3,float64,65,72325,4,2000-2000,"[3.0, 1.0, 1.0, 1.0]"
relid3,float64,65,72325,7,2000-2000,"[6.0, 6.0, 2.0, 6.0, 6.0]"
doneelse,float64,64,72326,15,2008-2008,"[9.0, 14.0, 12.0, 9.0, 2.0]"
hrshuman,float64,64,72326,21,1996-1996,"[5.0, 12.0, 4.0, 1.0, 1.0]"
yrsport2,float64,63,72327,16,2004-2004,"[1.0, 4.0, 3.0, 4.0, 6.0]"
mtsport2,float64,63,72327,2,2004-2004,"[1.0, 1.0]"
monpol,float64,63,72327,2,1996-1996,"[2.0, 1.0]"
eff911n,float64,63,72327,5,2008-2008,"[3.0, 5.0, 5.0, 3.0, 4.0]"
kidlived,float64,62,72328,2,2008-2008,"[2.0, 2.0]"
kd4relig,float64,62,72328,7,2008-2008,"[1.0, 11.0, 1.0, 2.0, 1.0]"
fndjob9,float64,61,72329,5,1991-1991,"[1.0, 3.0, 1.0, 3.0, 3.0]"
artwhy9,float64,61,72329,9,2016-2016,"[10.0, 13.0, 20.0, 10.0, 3.0]"
numpolit,float64,61,72329,3,2004-2004,"[1.0, 1.0, 1.0]"
mniltime,float64,61,72329,4,1996-1996,"[2.0, 2.0, 2.0, 1.0]"
drink5,float64,61,72329,8,2004-2004,"[2.0, 3.0, 2.0, 2.0, 2.0]"
typpolit,float64,61,72329,2,2004-2004,"[2.0, 2.0]"
sptmkid3,float64,61,72329,3,2000-2000,"[1.0, 3.0, 2.0]"
brv16filnum,float64,60,72330,2,2022-2022,"[0.0, 0.0]"
suireg2,float64,60,72330,9,1990-1991,"[5.0, 7.0, 1.0, 5.0, 8.0]"
suiwho2,float64,60,72330,6,1990-1991,"[8.0, 5.0, 8.0, 5.0, 8.0]"
mtpolit1,float64,59,72331,2,2004-2004,"[1.0, 1.0]"
suisex2,float64,59,72331,2,1990-1991,"[1.0, 2.0]"
kdalive6,float64,59,72331,2,1994-1994,"[1.0, 1.0]"
suirac2,float64,59,72331,4,1990-1991,"[2.0, 2.0, 2.0, 1.0]"
numgreek,float64,59,72331,2,2004-2004,"[1.0, 1.0]"
mtgreek1,float64,59,72331,2,2004-2004,"[2.0, 1.0]"
suiage2,float64,59,72331,3,1990-1991,"[3.0, 4.0, 4.0]"
typgreek,float64,59,72331,2,2004-2004,"[2.0, 2.0]"
brv16milnum,float64,59,72331,2,2022-2022,"[0.0, 0.0]"
whyjbct1,float64,58,72332,6,2008-2008,"[6.0, 6.0, 3.0, 1.0, 6.0]"
toldsxor,float64,58,72332,7,2008-2008,"[2.0, 4.0, 4.0, 3.0, 3.0]"
kdsex6,float64,58,72332,2,1994-1994,"[1.0, 2.0]"
kdrel6,float64,58,72332,3,1994-1994,"[1.0, 3.0, 1.0]"
yrgreek1,float64,58,72332,26,2004-2004,"[28.0, 2.0, 10.0, 20.0, 0.0]"
coother,float64,57,72333,21,2012-2022,"[35.0, 31.0, 31.0, 65.0, 58.0]"
hrsinfrm,float64,57,72333,17,1996-1996,"[25.0, 40.0, 8.0, 20.0, 2.0]"
timekid4,float64,57,72333,3,2000-2000,"[3.0, 2.0, 3.0]"
mntlimp3,float64,57,72333,11,1996-1996,"[104.0, 105.0, 102.0, 110.0, 104.0]"
intrace3,float64,56,72334,6,2004-2022,"[16.0, 16.0, 16.0, 15.0, 3.0]"
kdtmkid3,float64,56,72334,3,2000-2000,"[2.0, 2.0, 3.0]"
grpboth3,float64,56,72334,2,2004-2004,"[1.0, 1.0]"
numrborn,float64,56,72334,4,2004-2004,"[1.0, 1.0, 1.0, 1.0]"
kdyrbrn6,float64,56,72334,32,1994-1994,"[1973.0, 1956.0, 1940.0, 1966.0, 1961.0]"
yrpolit1,float64,56,72334,18,2004-2004,"[10.0, 20.0, 3.0, 10.0, 18.0]"
whynojb1,float64,55,72335,5,2008-2008,"[6.0, 6.0, 6.0, 6.0, 6.0]"
hrfambiz,float64,54,72336,4,1996-1996,"[2.0, 3.0, 1.0, 2.0]"
prob3,float64,53,72337,27,1991-2004,"[72.0, 101.0, 210.0, 30.0, 175.0]"
actfarm,float64,52,72338,2,1987-1987,"[1.0, 2.0]"
mtchurh2,float64,52,72338,2,2004-2004,"[2.0, 1.0]"
kidresp,float64,52,72338,2,2008-2008,"[1.0, 2.0]"
yrchurh2,float64,52,72338,20,2004-2004,"[20.0, 7.0, 3.0, 13.0, 1.0]"
fambiz,float64,51,72339,9,1996-1996,"[9.0, 6.0, 9.0, 6.0, 2.0]"
other_next,float64,51,72339,25,2022-2022,"[64.0, 37.0, 64.0, 70.0, 32.0]"
racethmn,float64,50,72340,7,2016-2016,"[6.0, 1.0, 1.0, 4.0, 7.0]"
numemply,float64,50,72340,4,1989-1989,"[2.0, 3.0, 2.0, 1.0]"
solfarm,float64,50,72340,2,1987-1987,"[1.0, 1.0]"
old13,float64,50,72340,21,1975-2022,"[29.0, 9.0, 0.0, 7.0, 7.0]"
brv5spnum,float64,50,72340,2,2022-2022,"[1.0, 1.0]"
gender13,float64,49,72341,2,1975-2022,"[2.0, 1.0]"
emphlth2,float64,49,72341,3,2008-2008,"[3.0, 2.0, 1.0]"
relsp9,float64,49,72341,9,2000-2022,"[17.0, 5.0, 14.0, 4.0, 41.0]"
mnildur,float64,48,72342,8,1996-1996,"[2.0, 7.0, 1.0, 1.0, 1.0]"
chngrbrn,float64,48,72342,2,2004-2004,"[2.0, 2.0]"
relate13,float64,47,72343,6,1975-2022,"[3.0, 3.0, 5.0, 5.0, 3.0]"
hrspub,float64,46,72344,17,1996-1996,"[20.0, 2.0, 2.0, 12.0, 2.0]"
frstmet3,float64,46,72344,2,2004-2004,"[2.0, 2.0]"
agerborn,float64,45,72345,23,2004-2004,"[15.0, 16.0, 25.0, 21.0, 68.0]"
valpol,float64,45,72345,5,1996-1996,"[0.0, 0.0, 0.0, 0.0, 0.0]"
relidbst,float64,44,72346,7,2000-2000,"[4.0, 6.0, 2.0, 4.0, 7.0]"
bthgrp3a,float64,44,72346,11,2004-2004,"[6.0, 13.0, 11.0, 7.0, 1.0]"
sexunion,float64,44,72346,2,2008-2008,"[2.0, 2.0]"
typfarm,float64,44,72346,2,2004-2004,"[2.0, 2.0]"
numfarm,float64,44,72346,3,2004-2004,"[1.0, 1.0, 1.0]"
ownclerg,float64,43,72347,2,2008-2008,"[1.0, 1.0]"
totrec,float64,43,72347,17,1996-1996,"[100.0, 50.0, 75.0, 0.0, 20.0]"
away6,float64,43,72347,1,1975-2022,[1.0]
yrfarm1,float64,43,72347,22,2004-2004,"[6.0, 2.0, 20.0, 7.0, 13.0]"
mtfarm1,float64,43,72347,2,2004-2004,"[2.0, 2.0]"
agehef11,float64,42,72348,6,2022-2022,"[4.0, 1.0, 1.0, 3.0, 7.0]"
othrel2,float64,42,72348,9,1996-1998,"[10.0, 9.0, 6.0, 1.0, 7.0]"
kidnow2,float64,42,72348,2,2008-2008,"[2.0, 2.0]"
kdeduc6,float64,42,72348,12,1994-1994,"[8.0, 12.0, 12.0, 16.0, 12.0]"
actnat,float64,42,72348,2,1987-1987,"[1.0, 1.0]"
solnat,float64,41,72349,2,1987-1987,"[1.0, 1.0]"
jew_next,float64,41,72349,5,2022-2022,"[4.0, 4.0, 3.0, 4.0, 3.0]"
